"actor played chewbacca?","112","portrayer","Chewbacca","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/portrayer> ?uri }","Which actor played Chewbacca?","","",""
"beer originated in","80","origin","Beer_in_Ireland","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> $ <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }","Which beer originated in Ireland?","","",""
"birthdays of all","141","starring","Charmed","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Charmed> <http://dbpedia.org/ontology/starring> ?actor . ?actor <http://dbpedia.org/ontology/birthDate> ?date }","Give me the birthdays of all actors of the television show Charmed.","","",""
"birthplace ?p .","17","rdf:type","Monarch","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Monarch "," spouse ?spouse { ?spouse birthPlace Germany } UNION { ?spouse birthPlace ?p . ?p country Germany } }","Which monarchs were married to a German?","",""
"birthplace germany }","17","rdf:type","Monarch","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Monarch "," spouse ?spouse { ?spouse birthPlace Germany } UNION { ?spouse birthPlace ?p . ?p country Germany } }","Which monarchs were married to a German?","",""
"birthplace sweden","403","field","Oceanography","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri field Oceanography "," birthPlace Sweden }","Give me all Swedish oceanographers.","",""
"birthplace sweden }","403","field","Oceanography","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri field Oceanography "," birthPlace Sweden }","Give me all Swedish oceanographers.","",""
"boardgames by gmt.","1","publisher","GMT_Games","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?uri WHERE { ?uri publisher GMT_Games }","List all boardgames by GMT.","","",""
"boardgames by gmt.","1","publisher","GMT_Games","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?uri WHERE { ?uri publisher GMT_Games }","List all boardgames by GMT.","","",""
"book les piliers","195","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?","","",""
"book les piliers","195","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?","","",""
"book les piliers","195","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?","","",""
"book les piliers","195","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?","","",""
"book the pillars","21","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The pillars of the Earth?","","",""
"book the pillars","335","author","[The_Pillars_of_the_Earth]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The Pillars of the Earth?","","",""
"book the pillars","21","author","The_Pillars_of_the_Earth, Mountain","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The pillars of the Earth?","","",""
"book the pillars","335","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The Pillars of the Earth?","","",""
"book the pillars","21","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The pillars of the Earth?","","",""
"book the pillars","335","author","The_Pillars_of_the_Earth","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book The Pillars of the Earth?","","",""
"books in asimov's","347","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series Foundation_series }","Show me all books in Asimov's Foundation series.","","",""
"books in asimov's","347","series","Foundation_series","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series Foundation_series }","Show me all books in Asimov's Foundation series.","","",""
"books written by","109","author","Book","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Book> $ <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Danielle_Steel> }","Give me all books written by Danielle Steel.","","",""
"boroughs of new","393","governmentType","Borough_(New_York_City","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri governmentType <http://dbpedia.org/resource/Borough_(New_York_City)> }","What are the five boroughs of New York?","","",""
"boroughs of new","393","governmentType","New_York_City","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri governmentType <http://dbpedia.org/resource/Borough_(New_York_City)> }","What are the five boroughs of New York?","","",""
"boroughs of new","393","governmentType","Borough_(New_York_City)","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri governmentType <http://dbpedia.org/resource/Borough_(New_York_City)> }","What are the five boroughs of New York?","","",""
"brazil's lowest rank","105","fifaMin","Brazil_national_football_team","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n }","What was Brazil's lowest rank in the FIFA World Ranking?","","",""
"brazil's lowest rank","105","fifaMin","Brazil_national_football_team","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n }","What was Brazil's lowest rank in the FIFA World Ranking?","","",""
"brazil's lowest rank","105","-","-","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n }","What was Brazil's lowest rank in the FIFA World Ranking?","","",""
"breeds of the","185","breed","German_Shepherd","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/breed> <http://dbpedia.org/resource/German_Shepherd> }","Give me all breeds of the German Shepherd dog.","","",""
"breeds of the","185","breed","German_Shepherd","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/breed> <http://dbpedia.org/resource/German_Shepherd> }","Give me all breeds of the German Shepherd dog.","","",""
"breweries in australia.","181","location","Australia","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Brewery> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Show me all the breweries in Australia.","","",""
"breweries in australia.","181","location","Brewery","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Brewery> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Show me all the breweries in Australia.","","",""
"bridges cross the","48","crosses","Bridge","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Bridge> $ <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> }","Which bridges cross the Seine?","","",""
"brooklyn bridge cross?","224","crosses","Brooklyn_Bridge","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Brooklyn_Bridge crosses ?uri }","Which river does the Brooklyn Bridge cross?","","",""
"brooklyn bridge cross?","224","crosses","Brooklyn_Bridge","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Brooklyn_Bridge crosses ?uri }","Which river does the Brooklyn Bridge cross?","","",""
"bruce springsteen released","136","artist","Song","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) }","Show me all songs from Bruce Springsteen released between 1980 and 1990.","","",""
"budget ?b","407","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri director Tim_Burton "," budget ?b } ORDER BY ?b OFFSET 0 LIMIT 1","Which of Tim Burton's films had the highest budget?","",""
"budget ?b }","407","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri director Tim_Burton "," budget ?b } ORDER BY ?b OFFSET 0 LIMIT 1","Which of Tim Burton's films had the highest budget?","",""
"budget of at","182","type","Film","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) }","Give me all films produced by Steven Spielberg with a budget of at least $80 million.","","",""
"building after the","340","floorCount","Burj_Khalifa","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Burj_Khalifa floorCount ?burj . ?uri rdf:type Building $ floorCount ?proj FILTER ( ?proj < ?burj ) } ORDER BY DESC(?proj) LIMIT 1","Which building after the Burj Khalifa has the most floors?","","",""
"burj khalifa has","340","floorCount","Burj_Khalifa","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Burj_Khalifa floorCount ?burj . ?uri rdf:type Building $ floorCount ?proj FILTER ( ?proj < ?burj ) } ORDER BY DESC(?proj) LIMIT 1","Which building after the Burj Khalifa has the most floors?","","",""
"capital of australia?","256","capital","Australia","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { Australia capital ?x . ?x populationTotal ?num }","How many people live in the capital of Australia?","","",""
"capital of cameroon?","317","capital","Cameroon","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Cameroon capital ?uri }","What is the capital of Cameroon?","","",""
"capital of canada?","380","capital","Canada","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Canada capital ?uri }","What is the capital of Canada?","","",""
"capital of french","285","capital","French_Polynesia","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { French_Polynesia capital ?x . ?x mayor ?uri }","Who is the mayor of the capital of French Polynesia?","","",""
"capitals of all","55","country","Himalayas","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?country . ?country <http://dbpedia.org/ontology/capital> ?uri }","Give me the capitals of all countries that the Himalayas run through.","","",""
"carbs does peanut","83","carbs","Peanut_butter","SELECT DISTINCT ?carbs WHERE { <http://dbpedia.org/resource/Peanut_butter> <http://dbpedia.org/property/carbs> ?carbs }","How much carbs does peanut butter have?","","",""
"carbs does peanut","83","carbs","Peanut_butter","SELECT DISTINCT ?carbs WHERE { <http://dbpedia.org/resource/Peanut_butter> <http://dbpedia.org/property/carbs> ?carbs }","How much carbs does peanut butter have?","","",""
"caves have more","30","entranceCount","Cave","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Cave> $ <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) }","Which caves have more than 3 entrances?","","",""
"chagall a jew?","104","ethnicity","Jewish@en","ASK WHERE { <http://dbpedia.org/resource/Marc_Chagall> <http://dbpedia.org/property/ethnicity> ""Jewish""@en }","Was Marc Chagall a jew?","","",""
"chancellors of germany.","78","office","Chancellor_of_Germany","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }","Give me all federal chancellors of Germany.","","",""
"chancellors of germany.","78","office","Chancellor_of_Germany","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }","Give me all federal chancellors of Germany.","","",""
"chile route 68","366","routeEnd","Chile_Route_68","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chile_Route_68 routeEnd ?uri }","In which city does the Chile Route 68 end?","","",""
"chile route 68","366","routeEnd","Chile_Route_68","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chile_Route_68 routeEnd ?uri }","In which city does the Chile Route 68 end?","","",""
"chocolate chip cookie?","293","ingredient","Chocolate_chip_cookie","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chocolate_chip_cookie ingredient ?uri }","What is in a chocolate chip cookie?","","",""
"chocolate chip cookie?","293","ingredient","Chocolate_chip_cookie","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chocolate_chip_cookie ingredient ?uri }","What is in a chocolate chip cookie?","","",""
"chocolate chip cookie?","293","ingredient","Chocolate_chip_cookie","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Chocolate_chip_cookie ingredient ?uri }","What is in a chocolate chip cookie?","","",""
"cities does the","246","city","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Weser city ?uri }","Which cities does the Weser flow through?","","",""
"cities does the","246","city","Weser","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Weser city ?uri }","Which cities does the Weser flow through?","","",""
"city also its","166","-","-","ASK WHERE { <http://dbpedia.org/resource/Egypt> <http://dbpedia.org/ontology/largestCity> ?large $ <http://dbpedia.org/ontology/capital> ?capital FILTER ( ?large = ?capital ) }","Is Egypts largest city also its capital?","","",""
"city are the","404","type","City","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Headquarters_of_the_United_Nations location ?uri . ?uri rdf:type City }","In which city are the headquarters of the United Nations?","","",""
"city are the","364","headquarter","Secret_Intelligence_Service","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?","","",""
"city are the","404","location","Headquarters_of_the_United_Nations","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Headquarters_of_the_United_Nations location ?uri . ?uri rdf:type City }","In which city are the headquarters of the United Nations?","","",""
